Date,Open,High,Low,Close,Adj Close,Volume,sp_quarterly_ret
1981-07-01,0.0,131.69000244140625,129.0399932861328,129.77000427246094,129.77000427246094,49080000.0,-0.04979133548418524
1981-10-01,0.0,117.66000366210938,115.0,117.08000183105469,117.08000183105469,41600000.0,-0.09778841044624398
1982-04-01,0.0,114.22000122070312,111.4800033569336,113.79000091552734,113.79000091552734,57100000.0,-0.02810045152095897
1982-07-01,109.5199966430664,109.62999725341797,108.62000274658203,108.70999908447266,108.70999908447266,47900000.0,-0.04464365752862465
1982-10-01,120.4000015258789,121.97000122070312,120.1500015258789,121.97000122070312,121.97000122070312,65000000.0,0.12197591985928402
1983-07-01,168.11000061035156,168.63999938964844,167.77000427246094,168.63999938964844,168.63999938964844,65110000.0,0.3826350553567395
1984-10-01,166.10000610351562,166.10000610351562,164.47999572753906,164.6199951171875,164.6199951171875,73630000.0,-0.023837786331892596
1985-04-01,180.66000366210938,181.27000427246094,180.42999267578125,181.27000427246094,181.27000427246094,89900000.0,0.10114208266997493
1985-07-01,191.85000610351562,192.42999267578125,191.1699981689453,192.42999267578125,192.42999267578125,96080000.0,0.061565554919644105
1985-10-01,182.05999755859375,185.0800018310547,182.02000427246094,185.07000732421875,185.07000732421875,130200000.0,-0.03824759981134074
1986-04-01,238.89999389648438,239.10000610351562,234.57000732421875,235.13999938964844,235.13999938964844,167400000.0,0.2705462262057057
1986-07-01,250.6699981689453,252.0399932861328,250.52999877929688,252.0399932861328,252.0399932861328,147700000.0,0.07187205043953226
1986-10-01,231.32000732421875,234.6199951171875,231.32000732421875,233.60000610351562,233.60000610351562,143600000.0,-0.0731629410959509
1987-04-01,291.5899963378906,292.3800048828125,288.3399963378906,292.3800048828125,292.3800048828125,182600000.0,0.2516267005286361
1987-07-01,303.989990234375,304.0,302.5299987792969,302.94000244140625,302.94000244140625,157000000.0,0.03611737253656
1987-10-01,321.8299865722656,327.3399963378906,321.8299865722656,327.3299865722656,327.3299865722656,193200000.0,0.08051093924308272
1988-07-01,273.5,273.79998779296875,270.7799987792969,271.7799987792969,271.7799987792969,238330000.0,-0.16970638215788647
1990-10-01,306.1000061035156,314.94000244140625,306.1000061035156,314.94000244140625,314.94000244140625,202210000.0,0.15880492992848283
1991-04-01,375.2200012207031,375.2200012207031,370.2699890136719,371.29998779296875,371.29998779296875,144010000.0,0.17895467363517326
1991-07-01,371.17999267578125,377.9200134277344,371.17999267578125,377.9200134277344,377.9200134277344,167480000.0,0.017829318212789325
1991-10-01,387.8599853515625,389.55999755859375,387.8599853515625,389.20001220703125,389.20001220703125,163570000.0,0.029847582500294845
1992-04-01,403.6700134277344,404.5,400.75,404.2300109863281,404.2300109863281,186530000.0,0.03861767293907947
1992-07-01,408.20001220703125,412.8800048828125,408.20001220703125,412.8800048828125,412.8800048828125,214250000.0,0.021398692975264755
1992-10-01,417.79998779296875,418.6700134277344,415.4599914550781,416.2900085449219,416.2900085449219,204780000.0,0.008259067094027017
1993-04-01,451.6700134277344,452.6300048828125,449.6000061035156,450.29998779296875,450.29998779296875,234530000.0,0.08169780333408339
1993-07-01,450.5400085449219,451.1499938964844,448.7099914550781,449.0199890136719,449.0199890136719,292040000.0,-0.0028425467776946878
1993-10-01,458.92999267578125,461.4800109863281,458.3500061035156,461.2799987792969,461.2799987792969,256880000.0,0.027303928701605473
1994-07-01,444.2699890136719,446.45001220703125,443.5799865722656,446.20001220703125,446.20001220703125,199030000.0,-0.032691611628885675
1996-04-01,645.5,653.8699951171875,645.5,653.72998046875,653.72998046875,392120000.0,0.46510525007656756
1996-07-01,670.6300048828125,675.8800048828125,670.6300048828125,675.8800048828125,675.8800048828125,345750000.0,0.033882528070962925
1996-10-01,687.3099975585938,689.5399780273438,684.4400024414062,689.0800170898438,689.0800170898438,421550000.0,0.01953011201939603
1997-04-01,757.1199951171875,761.489990234375,751.260009765625,759.6400146484375,759.6400146484375,515770000.0,0.10239739334857823
1997-07-01,885.1400146484375,893.8800048828125,884.5399780273438,891.030029296875,891.030029296875,544190000.0,0.17296352497866363
1997-10-01,947.280029296875,956.7100219726562,947.280029296875,955.4099731445312,955.4099731445312,598660000.0,0.0722533940842145
1998-04-01,1101.75,1109.18994140625,1095.2900390625,1108.1500244140625,1108.1500244140625,677310000.0,0.15986859627058259
1998-07-01,1133.8399658203125,1148.56005859375,1133.8399658203125,1148.56005859375,1148.56005859375,701600000.0,0.03646621241654935
1998-10-01,1017.010009765625,1017.010009765625,981.2899780273438,986.3900146484375,986.3900146484375,899700000.0,-0.1411942220451814
1999-04-01,1286.3699951171875,1294.5400390625,1282.56005859375,1293.719970703125,1293.719970703125,703000000.0,0.31157042497457144
1999-07-01,1372.7099609375,1382.800048828125,1360.800048828125,1380.9599609375,1380.9599609375,843400000.0,0.06743344171069787
1999-10-01,1282.7099609375,1283.1700439453125,1265.780029296875,1282.81005859375,1282.81005859375,896200000.0,-0.07107367709424273
2001-10-01,1040.93994140625,1040.93994140625,1026.760009765625,1038.550048828125,1038.550048828125,1175600000.0,-0.19041011420926124
2002-04-01,1147.3900146484375,1147.8399658203125,1132.8699951171875,1146.5400390625,1146.5400390625,1050900000.0,0.10398149839406234
2002-07-01,989.8200073242188,994.4600219726562,967.4299926757812,968.6500244140625,968.6500244140625,1425500000.0,-0.1551537744760263
2002-10-01,815.280029296875,847.9299926757812,812.8200073242188,847.9099731445312,847.9099731445312,1780900000.0,-0.12464775535680916
2003-04-01,848.1799926757812,861.280029296875,847.8499755859375,858.47998046875,858.47998046875,1461600000.0,0.012465954710992655
2003-07-01,974.5,983.260009765625,962.0999755859375,982.3200073242188,982.3200073242188,1460200000.0,0.14425499682339615
2003-10-01,995.969970703125,1018.219970703125,995.969970703125,1018.219970703125,1018.219970703125,1566300000.0,0.0365460981261041
2004-04-01,1126.2099609375,1135.6700439453125,1126.199951171875,1132.1700439453125,1132.1700439453125,1560700000.0,0.11191105706117721
2004-07-01,1140.8399658203125,1140.8399658203125,1123.06005859375,1128.93994140625,1128.93994140625,1495700000.0,-0.0028530189050104404
2004-10-01,1114.5799560546875,1131.6400146484375,1114.5799560546875,1131.5,1131.5,1582200000.0,0.002267665887133896
2005-04-01,1180.5899658203125,1189.800048828125,1169.9100341796875,1172.9200439453125,1172.9200439453125,2168690000.0,0.03660631369448741
2005-07-01,1191.3299560546875,1197.8900146484375,1191.3299560546875,1194.43994140625,1194.43994140625,1593820000.0,0.018347284260359142
2007-10-01,1527.2900390625,1549.02001953125,1527.25,1547.0400390625,1547.0400390625,3281990000.0,0.29520119466293404
2008-04-01,1326.4100341796875,1370.1800537109375,1326.4100341796875,1370.1800537109375,1370.1800537109375,4745120000.0,-0.11432153072052287
2008-07-01,1276.68994140625,1285.31005859375,1260.6800537109375,1284.9100341796875,1284.9100341796875,5846290000.0,-0.062232711168366706
2008-10-01,1164.1700439453125,1167.030029296875,1140.77001953125,1161.06005859375,1161.06005859375,5782130000.0,-0.09638805230827374
2009-04-01,793.5900268554688,813.6199951171875,783.3200073242188,811.0800170898438,811.0800170898438,6034140000.0,-0.30143147110563273
2009-07-01,920.8200073242188,931.9199829101562,920.8200073242188,923.3300170898438,923.3300170898438,3919400000.0,0.13839571637179904
2009-10-01,1054.9100341796875,1054.9100341796875,1029.449951171875,1029.8499755859375,1029.8499755859375,5791450000.0,0.11536499033338465
2010-04-01,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,1178.0999755859375,4006870000.0,0.14395300627710617
2010-07-01,1031.0999755859375,1033.5799560546875,1010.9099731445312,1027.3699951171875,1027.3699951171875,6435770000.0,-0.12794328460433357
2010-10-01,1143.489990234375,1150.300048828125,1139.4200439453125,1146.239990234375,1146.239990234375,4298910000.0,0.11570319912217064
2011-04-01,1329.47998046875,1337.8499755859375,1328.8900146484375,1332.4100341796875,1332.4100341796875,4223740000.0,0.16241803246390463
2011-07-01,1320.6400146484375,1341.010009765625,1318.1800537109375,1339.6700439453125,1339.6700439453125,3796930000.0,0.005448780465012515
2012-10-01,1440.9000244140625,1457.1400146484375,1440.9000244140625,1444.489990234375,1444.489990234375,3505080000.0,0.07824310677304469
2013-04-01,1569.1800537109375,1570.5699462890625,1558.469970703125,1562.1700439453125,1562.1700439453125,2753110000.0,0.08146823758317856
2013-07-01,1609.780029296875,1626.6099853515625,1609.780029296875,1614.9599609375,1614.9599609375,3104690000.0,0.033792682939217444
2013-10-01,1682.4100341796875,1696.550048828125,1682.0699462890625,1695.0,1695.0,3238690000.0,0.04956162443559031
2014-04-01,1873.9599609375,1885.8399658203125,1873.9599609375,1885.52001953125,1885.52001953125,3336190000.0,0.11240119146386429
2014-07-01,1962.2900390625,1978.5799560546875,1962.2900390625,1973.3199462890625,1973.3199462890625,3188240000.0,0.04656536438135506
2014-10-01,1971.43994140625,1971.43994140625,1941.719970703125,1946.1600341796875,1946.1600341796875,4188590000.0,-0.013763562346010172
2015-04-01,2067.6298828125,2067.6298828125,2048.3798828125,2059.68994140625,2059.68994140625,3543270000.0,0.05833533996828555
2015-07-01,2067.0,2082.780029296875,2067.0,2077.419921875,2077.419921875,3727260000.0,0.008608082271181594
2015-10-01,1919.6500244140625,1927.2099609375,1900.699951171875,1923.8199462890625,1923.8199462890625,3983600000.0,-0.0739378562651426
2016-04-01,2056.6201171875,2075.070068359375,2043.97998046875,2072.780029296875,2072.780029296875,3749990000.0,0.0774293266348276
2016-07-01,2099.340087890625,2108.7099609375,2097.89990234375,2102.949951171875,2102.949951171875,3458890000.0,0.014555293590528429
2018-10-01,2926.2900390625,2937.06005859375,2917.909912109375,2924.590087890625,2924.590087890625,3375890000.0,0.39070836481909077
2019-04-01,2848.6298828125,2869.39990234375,2848.6298828125,2867.18994140625,2867.18994140625,3560090000.0,-0.019626732211820874
2019-07-01,2971.409912109375,2977.929931640625,2952.219970703125,2964.330078125,2964.330078125,3524860000.0,0.03387990984340106
2019-10-01,2983.68994140625,2992.530029296875,2938.699951171875,2940.25,2940.25,3560750000.0,-0.008123278275485202
2020-04-01,2498.080078125,2522.75,2447.489990234375,2470.5,2470.5,5964000000.0,-0.15976532607771443
2020-07-01,3105.919921875,3128.43994140625,3101.169921875,3115.860107421875,3115.860107421875,4449230000.0,0.2612265158558491
2020-10-01,3385.8701171875,3397.179931640625,3361.389892578125,3380.800048828125,3380.800048828125,4076340000.0,0.0850294725283629
2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4162130000.0,0.18902924134211774
2021-07-01,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,4319.93994140625,3788230000.0,0.07464664665053755
2021-10-01,4317.16015625,4375.18994140625,4288.52001953125,4357.0400390625,4357.0400390625,4010370000.0,0.00858810496429574
2022-04-01,4540.31982421875,4548.7001953125,4507.56982421875,4545.85986328125,4545.85986328125,4562940000.0,0.04333672000392674
2022-07-01,3781.0,3829.820068359375,3752.10009765625,3825.330078125,3825.330078125,4046950000.0,-0.15850241908604812
